feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
-0.5128374,0.8705346,0.775832,2.1142006,-0.6609138,1.3150867,-1.0032723,-0.45263946,0.39554933,-0.05370039,-0.7831793,0.2168331,0.46900818,0.81901515,-1.3327059,-0.61419183,1.3417374,-0.5959613,-2.0406466,0.51985127,0
-1.0942769,-0.33393764,0.2645665,-0.95369756,0.47069287,1.2502772,1.0992713,0.7772158,-1.1766243,-1.5768361,0.77465856,0.62390196,2.0655491,-1.0600543,-0.22461216,0.61879605,-0.58290064,1.0670667,-1.0771666,1.0486374,1
-0.9622024,-0.31352812,0.9764684,0.38742173,-1.0475932,-0.21500634,-0.106662124,-0.14225729,-1.2179984,1.7642664,-0.23707731,-2.0332325,-1.3506866,0.74716455,-0.4003386,-1.4012135,0.57073444,-0.73109156,0.4213486,0.14428346,3
-0.5862017,0.0002607715,0.53305286,1.4128662,2.2085283,-0.26126918,1.2866781,0.04066758,0.93004686,-0.74912155,0.24023357,-1.4253136,-0.056000117,-0.022651114,0.48806232,-0.74089396,0.41301778,1.6876289,-0.4673977,0.500023,0
-0.9273761,-1.0488664,-0.6876313,0.32665092,1.826516,0.8153287,1.0120577,0.7991489,-0.85394,1.0316329,0.08432945,-1.2641621,0.7706254,-0.5520413,0.8561235,-1.2168802,-0.35417372,0.42682096,-1.2326199,-0.9135707,0
-1.407956,-2.4245167,-2.912484,0.3263243,-2.661095,-0.40452215,-1.536121,-0.13184303,-0.75871956,0.25330737,-0.82384,0.70635647,-1.0227013,-1.3800801,-1.2641864,0.3308435,1.2857745,1.5386549,1.6882296,-0.30897647,3
-1.9488308,2.2832491,0.079429574,-0.809823,-0.26148203,1.1376569,0.029475164,0.99404126,-0.97525847,1.3024822,0.5746845,0.45168176,0.24848819,-0.5814223,0.029687984,1.4334713,0.01380879,0.3402974,-0.35037503,-0.2617704,1
0.07584042,0.060467,1.7372152,1.449245,-2.2429051,-0.30867803,-1.59524,-1.906344,0.42652267,1.2179618,-1.5364267,1.1971968,-1.2806187,-1.3729663,-0.35385302,0.16431914,0.34419885,-0.88090473,2.1003,1.8572515,0
-2.0007944,2.403032,0.64923537,1.028834,0.63339084,0.1086049,0.6109087,0.7939134,-0.13034415,-0.016633077,0.87279934,0.6947711,2.556472,-0.35061553,-0.70952094,1.4388698,1.1311963,0.12976147,1.4577879,-0.3144315,0
0.8417556,0.65488684,0.2882465,-1.253495,-1.0344782,-1.149472,-2.0820854,-2.4980712,0.9588767,0.10628831,0.08764154,-0.8646378,-0.3607019,1.174564,1.1744198,-0.63963735,1.5048304,-0.9730787,0.6703346,-0.42916158,2
-0.4782929,0.3173323,-0.9198897,0.56657857,-2.465596,0.04753161,0.19650896,1.1180389,-0.64512736,0.20942022,-0.6939734,-0.13568147,2.3527129,-1.0641922,1.8241328,0.07965137,-1.1858374,1.8866333,-1.4609079,-0.96994615,0
0.9931867,0.4594546,-1.2710998,1.2493929,0.11221604,1.1244769,-0.2816829,1.6376213,1.3556774,-1.0867755,0.053239364,-0.28625086,-0.7661597,-1.3185545,0.42708662,0.117823325,-0.44226074,-1.1049912,-1.2168343,0.12787682,1
1.0292985,0.67878455,-0.10661411,-0.103912696,0.13253321,-0.45840994,1.2836894,0.35300344,-0.2728394,0.97979164,0.28298092,-0.097806774,-0.61464834,-0.5990336,1.000787,0.5038578,-1.9745991,1.148643,0.027265042,-1.2589635,0
0.89630324,-1.406702,-1.1286414,1.3288691,-0.6831795,0.3446688,1.2127066,0.2875384,0.27083167,0.61398226,-0.46953076,1.9518442,0.8272976,-1.160768,0.32430956,-0.35734525,-0.7091256,0.9046288,-0.67491215,0.22616772,0
0.440125,-0.22167636,0.1466645,-0.10051933,-1.2794392,-0.19330221,0.6323856,-0.30039522,-1.1872092,0.55258226,-1.2746348,0.5544733,1.7577395,-1.9303572,-1.7801672,-1.5969106,1.3518181,0.40164953,1.504328,-1.043386,3
-0.3115152,-0.67099416,-0.13328713,0.6192797,-0.26467168,-0.2029628,0.17553326,0.5916525,0.38618463,0.038176164,0.20601712,-0.58931464,-1.8023401,-0.35581848,-1.1003962,-0.34316128,0.043559566,1.1796166,0.2820578,-1.3529339,3
0.77015465,-0.41746688,-0.5483083,0.8655536,0.2811108,1.2768285,0.53779495,0.9498722,-0.26067168,0.12127144,1.6851418,-0.39883953,-0.3243419,0.5828635,0.3031849,-0.2811067,1.2497588,-0.43920133,-0.7509039,0.24873193,0
0.14730558,0.6362267,2.1883543,1.0845855,1.152467,-1.1635956,0.74898285,1.211157,-1.473122,-0.26529872,-1.6086386,-0.3090928,0.35208356,-1.0131588,-0.50004685,0.21716869,0.59112585,1.9134235,0.5403475,-0.85013366,3
0.41304997,-0.1474592,0.66142297,2.128043,-1.3329324,-1.5275484,-0.18983355,-0.48033395,-0.17823175,-1.9225881,-2.1377003,0.35335493,0.31608725,-1.745063,-0.06840006,-0.20024902,-0.8617967,2.21934,0.57738143,0.014840172,1
-0.12389468,0.21866147,-0.069351904,-0.34968072,-1.5060928,1.211376,0.5836608,1.9439557,0.8492713,-0.16163196,0.75649416,2.073246,-0.029180149,0.18600391,0.39486936,-0.91388214,-0.6755981,-0.672302,0.55717665,-0.31465706,3
1.1506716,-2.4839776,0.56240183,0.7383167,0.48554906,-1.0946511,0.027585277,-0.34012586,-1.5308876,0.20353082,1.1159339,-0.3787882,0.27284637,0.38026148,-0.8161755,-1.0588024,-1.1293517,1.475001,0.38395655,-0.17971462,1
0.95987487,-1.1662354,0.34456483,-2.577031,0.84888303,0.80064833,-0.035332724,2.1364625,-0.74058235,0.7233451,-1.0015359,0.41511282,-0.03316947,0.5767001,-0.32221112,-0.7240492,0.29901847,0.13787837,-0.087088495,-1.0505925,2
-0.69079757,-0.1979888,-0.39859903,-0.06392544,0.34086996,-0.16458584,1.0555382,-0.77829605,-0.52936834,0.68935806,0.43477896,0.91720754,0.9231618,-1.9967943,0.30458605,1.3255107,0.4222577,1.4654363,-0.21561104,-1.8325065,3
0.016841598,-0.7388646,0.050854973,2.3247025,-0.011591662,-0.83460826,0.60796875,-0.75016826,-0.42814744,0.51362383,0.6549614,-0.5814962,-0.50838286,-1.1944994,0.32895648,0.6135217,-1.2658268,1.16673,1.6555378,0.016040925,2
-0.06708433,2.2109795,-1.9943101,0.5099207,1.7148619,-1.0286387,-0.64887595,-1.8576053,1.6094884,-1.0464138,1.8205458,0.44127613,0.41919032,-0.49432495,-1.1642354,-1.1339874,-0.268701,1.2142767,0.7047944,0.12425944,1
-1.066521,-0.6007735,0.6834766,0.9078646,0.5488239,-0.9549428,0.80466795,-0.53072083,0.89567024,0.37642083,-0.60341907,-0.46108893,-1.07036,0.7114911,1.691338,0.7862462,0.8509155,-0.8687246,-0.6421068,0.4924395,1
-2.515877,0.25531852,-0.070502155,-1.2916378,0.097181164,-0.064672574,-1.0349792,-0.04753759,-0.23456949,-0.35167405,-1.5516553,-0.18052757,-0.6927829,1.7359644,-0.75126225,-1.0177369,0.8461039,1.2771964,0.5776773,0.72670877,3
0.6246608,0.40048397,1.4685065,1.6242479,1.532934,0.34674856,-0.48270586,0.82972527,1.2574124,-0.101116225,-0.3487933,-0.5514876,1.8130991,0.5815028,0.58597237,-1.3715383,0.52488714,0.1822315,-0.11414776,-0.0059659937,1
0.94375104,-0.052729417,-0.3560865,-0.16760166,-0.20065448,-0.03495958,-1.613349,0.26331624,-0.76806265,-0.3313851,1.6447319,-1.51501,0.21942396,-0.23588945,-0.10978118,1.1850548,-1.576555,-0.11965041,-0.18650341,0.19896807,2
-1.0131845,-1.4145169,-1.7209177,-0.88024133,1.8832724,-0.24628271,0.22714064,-0.583137,0.49115002,1.6820141,-1.2785777,-1.1305753,0.22726311,0.16837217,0.1138203,-1.386754,-0.07655744,-2.5037196,-1.2615407,1.6992719,3
-1.8315952,-0.32844234,2.338148,2.1888425,-0.023985608,0.08745959,-1.0182562,1.9293461,-0.45542789,-1.5200619,1.5655313,-1.1794562,-0.14042899,-1.3622035,0.33733732,-2.9704823,0.57869077,-0.34725678,-0.19488728,0.6694313,1
0.19923593,-0.29027802,-0.49969083,1.1394212,1.6064619,0.5106201,0.7831884,0.80437803,-0.18700603,0.42251235,-0.25455225,-1.0007023,-1.0100621,0.60051805,0.50772095,1.2278804,-0.09117001,1.4585179,1.4485534,1.8583889,1
-0.15619415,1.4335681,1.0978572,0.35457772,-0.1393343,-1.1961366,-1.9944075,-0.7819605,-2.0915148,0.19001253,0.7484918,-0.061140347,0.48139882,-0.030841187,-0.72936517,0.11135115,-0.30751,-0.9386221,0.046246808,0.09944132,3
-0.37296295,0.025360709,0.69767845,0.5181794,-0.3327036,-0.6027161,1.2637819,0.2228512,-0.079308346,0.99628943,0.5504279,-1.4680406,1.9137781,1.5021603,-0.27450508,0.28341118,0.14569153,-0.8914759,-0.27513328,-0.06055013,1
0.14241117,1.1913924,0.4587933,0.78860176,0.8832901,-0.52631503,-0.5009713,1.1371896,-0.42502454,1.1668674,0.52994555,-0.744656,-0.24701324,-0.53392017,0.6549621,-0.4340638,-0.62469083,2.3798873,-0.6111009,1.1738734,0
1.4262849,-0.20370129,0.7804336,-0.9310931,-0.3571547,-1.1048918,-1.5766691,0.020548686,1.2596846,0.79122144,-1.4871516,-0.40961456,0.36417174,1.3419982,-0.09977171,-0.663585,0.33985698,1.4256241,-0.4874413,-0.421657,1
1.0613233,-1.2460158,0.66816634,-0.79162604,0.39502788,1.3151593,-0.35858163,0.2782076,-0.0055915266,-0.03972573,-0.4281545,0.58064497,-1.3637716,-0.6801249,-0.14150138,-0.67578554,-0.012154778,0.123645335,-0.014130045,-0.83302516,2
-0.37505215,0.3576801,-1.0634656,0.6951723,-0.30190635,0.98664606,-2.3999813,0.6005313,1.2782885,0.67312014,0.59099483,-0.7908044,1.4081513,-0.24338056,0.58722,1.6083145,0.21451205,1.0269166,-1.5029595,0.061705686,2
-0.88234276,0.68568456,2.7088048,1.3150686,-1.4564764,-1.8530711,-1.5988646,1.3754326,-0.6918491,-1.2572731,0.44027418,-0.04309419,0.6917504,0.43570298,2.1269593,-1.1568147,1.2095352,0.24942628,0.35542277,1.5527421,0
1.2538217,-0.026947891,-0.9602388,-0.38911882,-0.6560376,0.48455232,-0.8075595,-1.0707356,-3.1027708,-2.0914416,-2.7999685,0.5741246,-0.54046553,0.26127228,0.6802305,-0.4132054,-0.8604129,0.9793745,0.47088808,1.2280166,0
0.62993926,-1.986136,0.82268184,0.019777317,0.5706038,0.10948136,-0.4796508,2.6139462,-0.08413648,-0.8882791,0.5114531,-0.04481684,-1.5099537,1.288011,-0.8124181,-0.60539174,-1.9936634,2.710697,-1.1439222,1.2488115,0
0.7221378,-1.4018695,-0.17591289,1.4494225,-0.9413885,-0.4565451,-1.5930192,0.51695085,0.8434795,-0.96192664,0.53968036,-1.2247272,0.77230954,-1.6412703,-1.1348903,-1.3568019,0.6202757,-0.28522968,0.71966356,-1.6678942,0
2.2919087,-0.06918701,1.1753925,0.4703501,-0.6989544,0.30349436,-0.22914612,-0.10369384,1.6025034,-1.0843873,1.6052781,-0.71619797,0.9360463,-1.5555615,0.46936983,0.008120928,2.627646,1.1158755,0.91939646,-1.8108536,3
0.84961814,-0.8901379,0.43778688,-0.13611113,0.6358353,-0.4593373,-0.35821778,0.40688816,0.23692897,-1.5042233,-0.21379568,-1.008859,-0.49353623,-0.87844956,1.2030823,-1.2898079,0.25316817,0.77314514,0.4056812,0.47601548,0
0.98072875,0.78352344,-0.23495606,-0.50969297,-1.2417314,-0.5077966,-0.2890706,-1.524704,-0.8180111,0.94067234,0.36717048,-0.4510039,-0.56483,0.43581274,0.49271983,0.7397947,0.632565,-1.343252,0.4131848,-1.1448848,1
-0.40401223,0.2417935,0.3531475,1.4381263,-1.8312368,0.83085996,-0.061236314,0.0967815,0.07939252,2.0893798,0.4535541,-0.83807117,0.4239765,-1.3765543,-0.061997656,-1.0401205,0.33305535,-1.2517653,-1.7308307,1.6191506,1
0.41986945,1.4592308,0.14065114,-0.3458283,-0.12797786,0.050443646,-0.29065627,-0.0064942604,-1.2619269,-0.014435926,-0.5836937,-0.16226703,-1.2074488,-1.2079582,0.30139703,0.62482786,0.5983807,1.878537,-1.5091082,0.051013272,3
-0.8261259,0.6260318,0.61332816,-0.40023416,1.0892851,0.3646655,-0.58571225,-0.7182704,0.7495518,-2.170622,-0.9802199,0.80822355,-0.2323932,-1.0041744,0.5445498,0.5311503,-2.0625875,0.4527618,-0.1726978,-0.36407998,1
-0.99316764,1.0830331,0.72552824,0.12828511,-0.8812707,0.84270597,-0.40043855,-0.08350655,0.72826606,1.4844885,-1.3648167,-2.0382876,-0.511732,0.09764224,-0.57825434,1.0091175,0.580082,-0.19162828,-1.5367222,0.3334324,1
0.1867029,-0.41417533,-0.8501414,0.8552352,0.99233097,0.18394175,1.763476,0.33986565,1.288173,1.5811802,0.22828409,-0.84018606,-0.7374572,-1.7575535,-0.95869523,-1.5257349,-1.6402087,0.36248043,0.91648406,1.7339513,0
0.0557794,-1.518255,1.4507667,1.3454136,0.6864715,1.3532023,-0.5112198,0.74878514,0.23328137,-0.64259696,0.019596322,-1.1330582,0.35646194,0.089219004,-0.13694373,-0.80356884,-0.40816844,-1.1404219,1.0930073,-0.44868225,1
1.363494,-0.45548996,0.7673636,-0.3876017,-0.15862563,1.868998,-0.4839774,0.32864398,-0.7870805,-0.7067328,-0.58854264,0.51170313,0.9811605,-0.15337273,0.93647194,-0.66345465,-0.89566934,-0.7099752,-0.19727337,-0.8179328,3
-0.19824237,-0.19837376,-0.5525875,0.5396598,-0.3755645,-0.5785945,1.0540329,0.027700229,0.4821409,-1.15972,-1.0101819,1.565433,-0.10936331,1.8023773,-0.45133743,-0.10829583,1.2537097,-1.0575764,-0.12526612,-1.2497748,2
0.2868898,0.20123635,-0.37349018,0.466618,-1.3067036,0.27256858,0.21229075,-0.7308649,-0.46333274,0.5018819,-1.6188844,0.8838944,1.094565,0.283604,0.32162207,1.238852,1.2767867,0.20237492,0.5534709,1.8117766,1
0.1412414,0.37383702,1.2426103,-2.2936437,0.36007032,-0.72631043,0.18764436,2.2547827,0.27378264,1.262178,0.12418388,0.67834455,-0.78848964,-0.78316027,-2.0135546,-1.2897887,0.018492077,1.2387711,-0.64381295,-1.7828728,2
-0.29387057,1.2091118,0.02647769,1.4253252,0.22669671,-0.035869673,-1.9461687,0.19876994,0.20061363,0.4466142,-0.9048982,0.8705205,0.7519914,1.0545701,-0.04785453,-0.7823511,2.080283,1.6557289,-1.0613636,0.8483261,0
1.5486938,-0.116017506,-1.5288528,-1.1144273,-0.55448157,0.7197505,-1.779873,1.2956698,-0.39254323,0.1661456,0.8333351,-0.93076986,-0.38143373,0.5539874,0.7905283,0.72516656,-1.2563348,1.6323375,0.19606264,0.01209584,0
0.12705868,-0.28891554,1.9228724,-1.4508928,1.0072336,-0.4833834,-1.2513179,-1.3453246,3.3116236,2.2099023,-0.8614989,0.43013716,-1.1230611,-0.7097708,-0.78898895,-0.5888931,2.6650345,1.6126488,-0.1775993,1.4005278,1
0.07755515,-2.0317538,0.08355815,-1.2262422,0.7221867,0.3883091,-1.1116022,1.5523362,-0.15430006,-0.07608872,-0.13279526,-1.3427918,0.077719904,0.31238478,1.6512128,0.35628113,1.7446315,1.629343,0.6026976,0.07205997,3
0.9458536,0.15090515,1.7774528,-1.3108827,0.7927018,-0.6643874,1.8105373,1.3810549,-1.8000903,0.7608029,-0.07991014,-1.6139987,-1.2964765,-0.49572593,0.0139866015,-0.63254035,-0.9204116,-0.6165842,-0.17932251,-0.34747756,1
0.11354163,-0.8620605,-0.9001972,-0.18977839,-0.53707457,0.7620354,-1.4430515,0.8108763,-1.0224966,-0.23760127,1.305913,0.68910503,0.3131205,-0.55358124,-1.2944243,-0.31375846,1.633753,-0.6293961,0.342451,0.4566037,2
-0.62369287,-0.442921,0.9652729,-0.9161906,1.3524708,-0.32617074,-0.9292892,0.7334966,1.1604604,0.01393167,0.47838074,-1.3957957,0.46301582,0.39103475,0.6758601,1.8818978,0.054829102,-0.17559685,-0.24801682,1.2666376,1
0.91206896,1.9113326,-0.25031635,-1.3109014,0.18900463,0.92146194,-0.7676664,-0.22768441,1.0264418,-0.47580194,-1.2001626,0.2590641,-0.94291514,-0.0837281,-0.26880485,0.085504174,0.7630085,-0.92557603,2.5422812,1.9977069,2
-0.70702356,0.29430655,1.0240929,-0.44173086,0.6897667,2.0507646,0.8241784,-1.3812284,-0.7525446,0.22618845,0.53724915,-1.1332269,1.8770808,-0.62160504,-1.3776358,0.67049,0.5760724,-1.1999404,-0.31128907,0.3060836,1
-0.05323497,0.3165736,-0.018984735,-1.202128,1.253069,-1.3485802,0.63719857,-1.3061401,-0.14652577,1.0227479,-0.06525479,-0.5546892,0.9178373,-0.9852803,0.55992293,1.0039853,1.6165708,0.92990506,0.6964046,-0.666918,3
0.98015386,-1.0093738,-0.15108661,-1.0302204,-0.57582635,0.4631125,1.3156611,-0.14026798,0.24667275,-0.025616676,-0.014479444,1.0505494,-2.8512082,1.170754,-2.0321233,-0.4200914,0.33662656,-0.1574752,0.35332805,-1.0901716,0
1.3787503,1.4666071,0.26720908,2.5216367,-1.6783141,-0.9716318,-0.8608793,1.6915833,-0.53245586,-1.6023736,-0.9065728,-0.76224077,2.139274,-0.30526266,0.537877,1.4825844,-0.19592784,-1.6253904,-2.0592098,0.6335479,1
0.26190668,0.071768165,-0.21780875,2.664735,-0.21631953,-1.3807813,-0.59404176,1.9525887,1.6368095,-0.7630643,-0.6254706,-0.3257841,-0.68163216,-1.04615,0.40823635,-0.7856119,0.39641652,-0.4596673,-1.6023761,0.6823793,0
0.21576606,-0.68167627,-0.41010153,-0.56640494,0.20420681,-0.7766307,-0.28533196,-0.23659514,0.60684127,0.6249861,-0.8315966,-0.4123843,-2.3870766,-1.1319349,0.89971113,-1.5026246,-0.8302177,-0.66784734,0.26563925,1.2411017,2
-2.3165917,0.55330074,0.51052785,-0.34090644,-2.0036762,0.23122744,0.56090164,0.8541436,-0.32726315,0.7170858,-0.6188153,1.4627955,0.9495854,0.12660791,-0.15546702,-0.6245423,0.6339339,-0.35757962,-1.7792389,0.07435699,0
1.5789875,-0.15824291,-1.0676312,0.008914598,0.07890575,-1.0288198,0.6107846,-0.0689201,-1.1447645,0.45986044,-1.0159364,-1.2340972,-2.0500457,0.3785332,-0.37525108,0.080524564,0.9286412,-0.28708994,-0.62201244,-1.0945641,1
-0.23639631,0.08003238,0.2751882,-0.23853873,0.65184855,-1.5631218,0.18411514,-0.47402146,0.51140064,0.7336242,0.05663194,-0.42019486,-1.1658332,1.1931055,-1.3465955,0.8959461,-0.922193,1.164107,-2.3932018,-0.09650943,3
-1.1475924,-0.04046489,-1.5496751,0.33188683,0.63532394,0.05072404,-0.8763075,-0.48891273,-0.49154624,-1.4419783,1.1185637,-1.7402617,-0.39606032,-0.061549794,0.060007025,0.19432098,0.6725462,0.32007974,-0.13170555,0.46497145,2
-0.65694875,1.0446475,-0.014029774,-0.3976383,0.87835413,1.0146321,-0.06339213,-0.021096878,0.3585067,1.7129898,0.68116075,-1.251575,-1.3133692,0.63752264,-0.3335088,0.07542941,-0.66940546,1.1688186,-1.0737083,-0.20313805,1
-0.31335998,0.11776782,-1.0374923,0.95151997,0.9470167,-0.2399629,1.6067859,1.7819486,-0.54512095,-0.2821457,-0.88688207,-2.5694659,0.71735597,-0.9393131,0.27554625,0.15574302,-0.7077695,-1.2818743,-0.8321109,1.4246616,0
1.906026,0.0266334,0.10849049,-1.4147842,0.8412074,2.0947795,0.20847468,-1.1032969,0.5503415,-0.33841956,-0.5821797,-0.5431237,-1.6015276,-0.58713067,-0.3021286,0.18454006,-1.2340249,-0.0020964239,-0.7513413,2.1752212,1
-0.42802513,1.1447375,0.85077417,-0.65700865,-0.18919037,-0.40345877,-0.70400417,0.53370374,-0.4156105,-0.5488906,-0.66661507,0.02179291,0.5203113,-0.7199022,-1.152909,-0.51268613,-1.4154767,2.5190282,-0.2554098,-0.25527295,0
0.024925686,-1.8903264,-1.2729875,1.271277,-1.7070765,1.3458301,0.39331323,-0.21179736,-0.25420615,0.4170403,-1.3322902,0.5044715,0.1912383,-2.5473077,0.56905675,0.42122084,-0.7333685,1.1773154,0.57981336,1.8580874,1
-0.37582794,-1.1186968,0.5995402,-0.45735106,-1.1584655,-1.2269456,1.0429276,2.0776186,-0.81051284,-1.4555924,-1.4948738,-0.7111019,-0.9003827,-0.25802916,-0.49422088,0.16055529,1.6899947,-1.8831387,-0.6727152,-0.39836094,2
-0.63730395,0.0029248695,0.16413553,0.32118148,-0.8533042,-0.73223805,-0.7139511,-0.3114589,1.6536676,0.8525296,-0.9473226,0.402768,-1.3749958,-0.25000268,-0.5056375,1.4105139,-0.69517577,1.1602668,1.9734871,-1.3057913,3
0.6563217,-0.035647925,1.2979374,0.31225696,-0.45553422,-0.61092657,-0.42702454,-0.2992668,-0.86020476,-0.9575785,1.1006482,-0.45989966,0.13037214,-0.011571142,-0.41468778,-1.0329756,1.0623852,-1.257103,0.3808368,2.1636226,1
-0.5948954,-0.08494831,0.106932916,0.56515545,-0.6183453,-1.7608502,-0.072121814,-0.7706852,0.681874,-1.1971297,-0.18345018,-0.01860095,-0.5385818,-1.5162839,-0.12681761,-0.48972613,-0.09793515,-0.064033225,0.090254016,-0.15148212,2
0.5860524,-0.56218606,0.79041356,0.0879771,0.1653585,-0.18622255,1.5207832,-0.48491707,0.05978325,-0.015548664,-0.18264882,-1.1184164,-0.53500056,-2.5617442,2.2247355,0.07398223,-0.2628018,0.3345794,-0.058459815,0.033756465,2
0.91579354,-0.35807842,0.4912993,1.4737012,-1.0112095,0.45403084,-0.073891126,-1.3832611,-1.5875804,1.1574917,-0.9102461,-1.161375,1.514441,1.1104937,1.6153218,-0.8061208,-0.20175871,-0.9268169,-0.29137367,0.0793876,1
-0.011925307,-0.8317204,1.7857002,-0.9621816,0.61330605,-0.8059895,1.9237391,-0.19406448,-1.0816693,-0.7386029,-0.34375998,-1.242876,0.31236327,0.38239723,-0.22508559,0.77896094,2.520547,-0.65332574,1.0178591,0.95357436,0
1.0783031,-0.46204925,-1.2055522,0.20118132,-0.03794731,0.493291,-1.474337,-0.7275839,-0.56711495,0.011499352,0.19971229,0.6255013,-1.1033243,0.34048024,-1.0774363,0.1771539,2.2486115,0.56325984,1.2128239,-0.0876098,2
-0.94947714,-0.55810267,0.514416,-2.7085505,-0.059711948,0.75367475,-0.42793816,0.23443626,-1.7737539,-1.3710005,-0.29621014,1.1859769,1.8901001,-1.3596807,-0.94777274,-0.00079611567,-0.002006374,-0.72387475,-0.11518979,-0.99805534,1
0.24131227,1.0182997,-0.8340483,0.9976964,0.5786258,0.5494673,-1.2117835,-1.851268,-1.5465776,-0.8550975,-1.9679954,-2.261825,-1.1096194,0.86934084,-0.44327313,0.07123344,-1.1682309,0.22336656,-0.24048321,1.4598329,0
0.9651102,0.71018183,-0.09804682,-0.6806242,0.43610698,-1.302434,0.99992,-1.0111772,0.25086203,0.40159914,0.01757108,-1.0577954,-0.22137327,-1.5236336,-1.2232848,0.66633475,-0.5502844,0.26683912,0.42627424,1.7369188,1
-0.25312728,0.79582644,0.06309323,0.39737588,-0.5315962,0.24549274,1.5987171,-1.1214545,0.025425917,-0.327725,1.3021543,0.28572935,0.19706096,-0.08853736,0.0138481185,0.083137155,-0.43236673,-1.7868278,-0.9866094,1.7721574,0
0.6563476,-0.41924345,-0.12551638,-1.0704781,-0.70667076,1.890213,0.31253204,-0.6464438,-0.818485,0.2144146,-0.13558564,-0.45905793,-0.33374384,0.9673303,0.94372064,0.5506989,-0.63539654,1.7187154,0.2619504,1.4584347,0
0.46538088,-1.2236615,0.17888582,-1.5660342,-0.48326284,1.4074582,0.9389515,0.7806807,0.12660226,-0.3279742,-1.2714382,0.7178854,1.3752534,-0.71412045,0.15511195,1.9159483,-0.65032965,-0.233781,2.1447284,-0.86471534,3
1.8001968,-0.1470482,0.6511192,-1.4750954,-0.09552593,1.1129024,2.0767689,1.7821567,0.7910804,0.5111077,1.2921172,1.219589,-0.4747575,0.1543259,0.14655705,-0.45102736,-0.88154286,2.5077062,0.146525,0.5043878,0
-0.3906169,-1.5709548,0.29162183,0.5784689,0.35442582,0.18966278,0.18305515,0.36099726,0.1783253,0.7136797,0.2992325,1.132084,1.2005377,0.49850407,1.0814931,1.2982827,0.5389513,-0.046481535,1.1624867,-0.27212438,1
0.47120446,-0.06282181,-1.1008947,0.7680075,0.3150304,-0.36106867,0.70252776,0.0060781557,0.8260335,0.7481471,-0.29788664,1.2937596,-1.2915711,-0.4507281,-0.24947979,0.63088113,0.21619253,1.1658568,0.2701293,1.2285676,2
1.5973797,-0.11685138,-1.4818636,-0.34187582,0.7303691,-1.3453665,0.1941607,-0.6246225,-1.7361935,-0.5225276,2.0656548,1.1280473,0.40890425,0.11369184,-0.8927737,-0.33204526,0.7562732,0.7101584,2.3473017,-0.20784417,3
-0.42583507,1.1671771,2.7328465,0.48656258,-0.3893286,-0.38017187,1.4776559,1.0151684,-0.23630433,1.1091692,-0.9536073,0.42826882,-1.5415273,0.54658586,-0.14059038,0.34559712,-1.666118,-0.6626141,1.1653479,-0.089552596,3
0.9758418,-0.03832415,0.18127847,0.49542478,0.07767509,-0.7432282,-0.7804527,1.2068144,-0.07402754,0.34025133,0.4245692,-1.3357263,-0.6115632,-0.69646287,-1.2589687,-0.027374033,-1.3061333,0.80475897,0.6363363,-1.53578,0
-1.8852494,-0.3733507,-2.362753,-2.7422218,-1.0285772,0.59837717,0.5981145,0.60744315,0.47203565,-0.34714323,1.045321,0.18693052,-0.11802376,1.2105322,1.364367,0.6986733,-1.8882822,-1.8033936,-0.45637643,0.40113905,1
-0.008106651,0.07454954,0.9767739,0.5300888,-0.85586727,0.10896319,0.026439406,-0.25617015,0.21563514,-0.24759659,0.35778624,-0.30141568,-0.10571298,-0.08031987,1.3083577,1.6465979,0.7467125,0.5314986,0.6699925,0.46072218,3
-0.08883688,-0.73420316,0.09993866,0.39691606,0.5466311,0.6173027,-1.1344993,-1.5009383,-0.9034441,-0.74441147,-1.0201164,0.60565007,-0.6740417,0.32142013,0.72971624,0.33028156,1.1222273,0.47296613,0.5297282,2.0590904,2
-0.46544087,-0.37042153,0.5967125,-0.5127949,0.9421397,1.6719226,-0.28395984,1.2004641,-0.35774997,0.058253758,-0.9753119,0.33510134,-0.55873317,-1.6742338,-0.24988714,-0.41965723,0.34368712,-0.9600106,-1.1200703,-0.5308865,0
-0.12828211,-0.6637535,-1.4468267,-1.4492862,-0.64838153,-0.6784433,-0.32217243,0.37117633,0.7338232,-0.71310043,-1.4788564,-0.20448221,0.23016489,0.1259114,0.6160101,0.65798694,-0.05168729,2.5977123,-2.9724622,0.24087141,2
-0.6992074,-2.639062,-1.6621197,-1.4243613,1.3111181,-0.5453757,-0.8609713,-1.8209085,0.44822323,0.25188485,-0.35504785,0.6474215,-2.5256748,-1.1770461,-0.33482727,-1.237419,0.30346528,-0.3144139,0.59856105,-0.084023215,1
-1.116042,1.1694522,-1.2701397,-1.1385072,0.9114357,-0.7303144,0.22700752,-0.62998325,0.13730977,1.1417623,-2.0569305,-1.2115144,-1.0681964,0.023300104,-0.99974513,0.8111077,-0.2198185,-0.15825011,2.0480168,0.8401261,0
-1.5239108,-0.5778136,-0.19672802,0.6086988,1.1208675,-1.4903704,-0.3389415,-1.7637289,1.1563843,1.8502645,-0.5264374,-0.12992252,0.3481879,-0.046726488,0.8061768,0.08823134,-0.29334447,-0.8844685,-1.0331618,0.5113488,3
